text,class
"RT @BradyStardust: . @Spotify and @amazon are suing songwriters because they don’t want to pay them more than the insulting amount they do…",-1,"Amazon",0,1,0,"negative"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"Retro Distressed Horse Lover Gift T-Shirt Horse Love Tees https://t.co/Lkn3Jox6FP via @amazon",1,"Amazon",1,0,0,"positive"
"RT @TimothyHammer: Sometimes the deepest secrets hide in the darkest corners.

Peripheral Vision: A Supernatural Thriller available for #FR…",1,"Amazon",1,0,0,"positive"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"@OnePerfectShot @RealGDT @amazon <U+0001F49C>",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: CRAZY RICH ASIANS (2018)

Cinematography by Vanja Cernjul
Directed by John M. Chu
Buy it via @amazon: https://t.co/uGLQ…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @nzo11: #TomahawkChop 

Whatcha gonna do??Whatcha gonna do?
#WhatchaGonnaDo when she comes for you?

Whacked out #Warren
is going to mak…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: NOTORIOUS (1946) 

Cinematography by Ted Tetzlaff
Directed by Alfred Hitchcock
Pre-order the Criterion blu-ray via @ama…",-1,"Amazon",0,1,0,"negative"
"RT @igob4u2: I’m buying this book written by @mastilashkari “Emma and the Big Orange Monster: A Tale of Unity and Bravery” Archway Publishi…",1,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"@kiteruwkiteruw &gt; <U+30A2><U+30DE><U+30BE><U+30F3><U+3001><U+30B0><U+30FC><U+30B0><U+30EB><U+30D5><U+30A7><U+30A4><U+30B9><U+30D6><U+30C3><U+30AF><U+306E><U+300C><U+89E3><U+4F53><U+300D><U+3092><U+516C><U+7D04>

Elizabeth Warren vows to break up Amazon, Facebook and Google if electe… https://t.co/YYQ19L8yF1",-1,"Amazon",0,1,0,"negative"
"<U+5024><U+4E0B><U+3052><U+3057><U+307E><U+3057><U+305F>!
<U+30AA><U+30FC><U+30C6><U+30A3><U+30B9>·<U+30EC><U+30C7><U+30A3><U+30F3><U+30B0><U+300C><U+30B6>·<U+30D9><U+30EA><U+30FC>·<U+30D9><U+30B9><U+30C8>·<U+30AA><U+30D6>·<U+30AA><U+30FC><U+30C6><U+30A3><U+30B9>·<U+30EC><U+30C7><U+30A3><U+30F3><U+30B0><U+30AA><U+30FC><U+30C6><U+30A3><U+30B9>·<U+30EC><U+30C7><U+30A3><U+30F3><U+30B0><U+300D> <U+3092> ¥700 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/YqYdIdjj3S",0,"Amazon",0,0,1,"Neutral"
"FREE 4 a limited time - The Vigilante Terrorists by Joe Messerli https://t.co/fTqSgJGHzT via @amazon",0,"Amazon",0,0,1,"Neutral"
"@OutdoorSmidge @Nicci18960565 @yourwhitefriend @Outsider__14 @amazon @BillGates @JeffBezos @realDonaldTrump Yeah th… https://t.co/rPH2YxhgO5",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"@Karlitobabybur1 @Nicci18960565 @yourwhitefriend @Outsider__14 @amazon @BillGates @JeffBezos @realDonaldTrump No state income taxes here <U+0001F920>",0,"Amazon",0,0,1,"Neutral"
"RT @Phoebe_Design: Bride Entourage Shirts Script Italic Navy Blue Bride Entourage Shirts ... https://t.co/105XnjKBN7 via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @DebsNovels: She finds out the hard way that a good man is not always what he pretends to be.  #romance #badboys #drama  https://t.co/lA…",0,"Amazon",0,0,1,"Neutral"
"The Confidence Factor for Women in Leadership: Conversations with Women CEOs ... https://t.co/7Yrqm08726 via @amazon",1,"Amazon",1,0,0,"positive"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"@amazon said it has decided to close all of its U.S. pop-up locations, ending a yearslong experiment by the end of… https://t.co/L2Wx2IrF6U",0,"Amazon",0,0,1,"Neutral"
"Fibro Warrior Unbreakable Fibromyalgia Vintage Gift T-Shirt Retro Rosie Tees https://t.co/Sy5t9zb6oj via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon: htt…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @DebsNovels: A secret that for a brief moment in 1989 seemed on the edge of being exposed... it wasn’t Roswell. #sci-fi #aliens #secrets…",0,"Amazon",0,0,1,"Neutral"
"RT @David_P_80: #QuizTimeMorningsWithAmazon #Amazon @amazonIN @amazon https://t.co/oIwy8SXK2X",0,"Amazon",0,0,1,"Neutral"
"#QuizTimeMorningsWithAmazon #Amazon @amazonIN @amazon https://t.co/oIwy8SXK2X",0,"Amazon",0,0,1,"Neutral"
"I need enough luck to win one of those huge amount @amazon gift cards so I don't have to spend thousands to buy eve… https://t.co/P0E0gqeCPD",3,"Amazon",1,0,0,"positive"
"THE SHAPE OF WATER (2017)

Cinematography by Andrew Laustsen
Directed by @RealGDT 
Buy, rent or stream via @amazon:… https://t.co/HdqxmORTdj",0,"Amazon",0,0,1,"Neutral"
"MS Warrior Unbreakable Multiple Sclerosis Vintage T-Shirt Retro Rosie Tees https://t.co/XGhuQzQ01k via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"Done.... @amazonIN  @amazon 

#QuizTimeMorningsWithAmazon 
#Amazon https://t.co/8LW6rkp2SD",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"@eBayNewsroom @eBay @ChrisLibrie @andyschor @7thfloorclothes @Its_ROSScheck Really sad what’s happed to eBay. I don… https://t.co/qW9wp1brrn",-1,"Amazon",0,1,0,"negative"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"<U+5024><U+4E0B><U+3052><U+3057><U+307E><U+3057><U+305F>!
J.J.<U+300C>Intro…<U+300D> <U+3092> ¥400 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/5TJTTWfG51",0,"Amazon",0,0,1,"Neutral"
"America: Third World Superpower by Christopher Pollard https://t.co/yHfN3FDj4w via @amazon",0,"Amazon",0,0,1,"Neutral"
"Bandana Confetti #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthday #wedding… https://t.co/wnzboR6yX0",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"Alice in Wonderland Art Print on Upcycled Antique Book Page, Caterpillar with Hookah 8x10.5 Color #homedecor… https://t.co/FSw27WCzwQ",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"Founding Gardeners: The Revolutionary Generation, Nature, and the Shaping of ... https://t.co/XUPWtyQ846 via @amazon",1,"Amazon",1,0,0,"positive"
"RT @LRL8: Megan Stanford is wanted by police when the local veterinarian is shot in the back #cozy #Christmas #dogs #beach #mystery #Librar…",0,"Amazon",0,0,1,"Neutral"
"<U+5024><U+4E0B><U+3052><U+3057><U+307E><U+3057><U+305F>!
PAB'S<U+300C><U+30B5><U+30A6><U+30B9>·<U+30A4><U+30FC><U+30B9><U+30C8>·<U+30D6><U+30E9><U+30C3><U+30AF>·<U+30AE><U+30E3><U+30F3><U+30B0>·<U+30DC><U+30FC><U+30A4><U+30BA><U+300D> <U+3092> ¥700 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/89pWIYPAQd",0,"Amazon",0,0,1,"Neutral"
"FREE 4 a limited time - Homegirl Ain't Gonna Make It by Eric Reese https://t.co/RJPFkvK1M5 via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"#QuizTimeMorningsWithAmazon I need this phone anyhow are you listening @AmazonEchoIndia @PrimeVideoIN @PrimeVideoIN… https://t.co/vc6jL4sOBc",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @AuthorPearlTate: Start the #QuasarLineage w/2 #BookBundle: Bren\'s Blessing &amp; Matthias\'s Miracle FREE on #KindleUnlimited @Amazon... h…",3,"Amazon",1,0,0,"positive"
"David Copperfield: The Personal History of David Copperfield https://t.co/HzmRCIDe8f      via @amazon#Driver_Publis… https://t.co/hIF4IwZGr0",0,"Amazon",0,0,1,"Neutral"
"@amazon still waiting on my s10+...even though I preordered it...on the 1st. And I talked to your support. Apparent… https://t.co/kejM5Tfia6",-1,"Amazon",0,1,0,"negative"
"@JeffBezos @amazon https://t.co/RUP8g0WD2n",0,"Amazon",0,0,1,"Neutral"
"RT @AshishNagle40: Time to look at BHOPAL have lots of potential in every aspect .please,make it central hub 
@TCS
@Cognizant
@RNTata2000
@…",0,"Amazon",0,0,1,"Neutral"
"@keepinupwsass @amazon Me calling Jeff Bezos https://t.co/EGGGpsALgs",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @haydenfield: In response to a Q from an @amazon employee: “I love Amazon — I just think you’re bad for the planet and bad for society.”…",-1,"Amazon",0,1,0,"negative"
"The Mysterious Stranger https://t.co/tpBsHbushM     via @amazon #Driver_Publishing_Classics #mysteriousstranger… https://t.co/PYwVjCP4ze",-2,"Amazon",0,1,0,"negative"
"#Quiztimemorningswithamazon
@amazon #samaung https://t.co/en7TVm2rt4",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"<U+5024><U+4E0B><U+3052><U+3057><U+307E><U+3057><U+305F>!
<U+30CF><U+30FC><U+30DE><U+30F3><U+300C><U+30A2><U+30A4><U+30F4>·<U+30E1><U+30A4><U+30C9>·<U+30A2><U+30C3><U+30D7>·<U+30DE><U+30A4>·<U+30DE><U+30A4><U+30F3><U+30C9><U+300D> <U+3092> ¥1100 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/1dZgStXDvk",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"#QuizTimeMorningsWithAmazon 
@amazon
Thank you fir the quiz https://t.co/TwY9uXkrSi",1,"Amazon",1,0,0,"positive"
"@RonaldKlain @Lawrence @washingtonpost @PostOpinions @GOP @realDonaldTrump @GOPChairwoman @amazon @billmaher https://t.co/LNX1NEo3FA",0,"Amazon",0,0,1,"Neutral"
"RT @SolarPrepper: Apocalypse Smorgasbord: Prepper Up Grid Down by Ron Foster https://t.co/SxLrzKSHAG via @amazon #preppers #apocalyptic #Sc…",-1,"Amazon",0,1,0,"negative"
"Arrowhead Confetti  #naturecuts #confetti #cutout #partysupplies #favors #decoration #party #event #birthday… https://t.co/fEgDaNnTzn",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @LuckyDollarApp: <U+25BA> <U+25BA> #LuckyDollar #Contest #Giveaway <U+25BA> Enter to Win $10 @Amazon eGift Card <U+25BA> <U+25BA> LOOK! <U+25BA> <U+25BA> https://t.co/BIJd2t1En5 #win vi…",1,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: CHAPLIN (1992)

Cinematography by Sven Nykvist
Directed by Richard Attenborough 
Buy it via @amazon: https://t.co/siimj…",0,"Amazon",0,0,1,"Neutral"
"RT @JohnZwerenz: John Lars Zwerenz Greatest Hits John Lars Zwerenz https://t.co/dFGHs651VG … via @amazon
Translate Tweet https://t.co/sSAk8…",1,"Amazon",1,0,0,"positive"
"RT @marbelfercar32: \"Los marqueses de El Piélago\"Volumen II. La historia continua. Una saga que te enamorará.
#amor #pasión #intriga #poder…",0,"Amazon",0,0,1,"Neutral"
"RT @DebsNovels: Tony and Paul try to investigate the disappearances which lead them into a near disaster. Have they all met with the same f…",1,"Amazon",1,0,0,"positive"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"@StopGaslighting @Maudes_Market @CaseyNolen @amazon You've missed something...  the Mandate is gone as of 2019, tha… https://t.co/FYxnSdywTo",-1,"Amazon",0,1,0,"negative"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @BoopDesy: #lecturarecomendada

El nuevo #libro de @Mary_blackmoon

La búsqueda #juvenil #ficción
una historia para dejar volar la imagi…",0,"Amazon",0,0,1,"Neutral"
"<U+5024><U+4E0B><U+3052><U+3057><U+307E><U+3057><U+305F>!
<U+5DDD><U+5D8B><U+54F2><U+90CE><U+30AB><U+30EB><U+30C6><U+30C3><U+30C8><U+300C>EMOTION<U+300D> <U+3092> ¥1800 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/l9oX55Beli",0,"Amazon",0,0,1,"Neutral"
"@shannonrwatts @amazon @JeffBezos @Target There is this story too. It never ends
https://t.co/k7UHCK92yW",0,"Amazon",0,0,1,"Neutral"
"@fotsch1 @AmazonHelp @amazon For a company that primarily delivers good, that seems to be a low hanging fruit of th… https://t.co/MixQcNmRKa",0,"Amazon",0,0,1,"Neutral"
"We're 5-10 years from @facebook @google @amazon @WeChatApp become quasi governments. #twig",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @OnePerfectShot: CRAZY RICH ASIANS (2018)

Cinematography by Vanja Cernjul
Directed by John M. Chu
Buy it via @amazon: https://t.co/uGLQ…",0,"Amazon",0,0,1,"Neutral"
"RT @judehaste_write: Wacky &amp; Wild West Country #Romcoms: Tongue-in-cheek Romantic Comedy by Jude H... https://t.co/e90w1lSwkx via @amazon",0,"Amazon",0,0,1,"Neutral"
"RT @avoiceforchoice: Of course @amazon is going to #censor #Books and #movies that question #pharmaceutical products - they're part of #Big…",0,"Amazon",0,0,1,"Neutral"
"Apocalypse Smorgasbord: Prepper Up Grid Down by Ron Foster https://t.co/SxLrzKSHAG via @amazon #preppers… https://t.co/8zYP5o9f9P",-1,"Amazon",0,1,0,"negative"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
"RT @shannonrwatts: Also, would assume since Jaylen is an Amazon driver who was shot in a Target parking lot that @amazon, @JeffBezos and @T…",0,"Amazon",0,0,1,"Neutral"
